fuelbed,andreu_fuelbed_no,topo,cover,treatment,mfri,age,expected_pig,benchmark_ros,benchmark_pig,benchmark_dif,ms1_ros,ms1_pig,ms1_dif,ms2_ros,ms2_pig,ms2_dif,ms3_ros,ms3_pig,ms3_dif,ms4_ros,ms4_pig,ms4_dif,ms5_ros,ms5_pig,ms5_dif,ms6_ros,ms6_pig,ms6_dif,ms7_ros,ms7_pig,ms7_dif,ms8_ros,ms8_pig,ms8_dif
3031402,3031402,3,3,1,4,2,0.00225,3.3647,0.0411,0.03885,3.3647,0.1861,0.18385,1.7032,0.1161,0.11385,0.0559,0.0049,0.00265,0.0808,0.0058,0.00355,0.0808,0.0112,0.00895,0.0808,0.0161,0.01385,0.0808,0.1096,0.10735,0.0808,0.0114,0.00915
3031403,3031403,3,3,1,4,3,0.01575,3.0953,0.0373,0.02155,3.0953,0.1712,0.15545,1.2801,0.0873,0.07155,0.2704,0.0237,0.00795,0.302,0.0217,0.00595,0.0567,0.0112,-0.00455,0.0875,0.0162,0.00045,0.0567,0.1096,0.09385,0.0567,0.008,-0.00775
3031404,3031404,3,3,1,4,4,0.02925,4.6197,0.0586,0.02935,4.6197,0.2555,0.22625,0.8415,0.0574,0.02815,0.2208,0.0193,-0.00995,0.2411,0.0174,-0.01185,0.0346,0.0127,-0.01655,0.0598,0.0174,-0.01185,0.0346,0.1096,0.08035,0.0346,0.0049,-0.02435
3031405,3031405,3,3,1,4,5,0.04275,4.5466,0.0575,0.01475,4.5466,0.2515,0.20875,0.5106,0.0348,-0.00795,0.2037,0.0178,-0.02495,0.2545,0.0183,-0.02445,0.0221,0.0127,-0.03005,0.2274,0.0195,-0.02325,0.0947,0.1096,0.06685,0.0947,0.0134,-0.02935
3031406,3031406,3,3,1,4,6,0.045,4.7969,0.061,0.016,4.7969,0.2653,0.2203,0.2863,0.0195,-0.0255,0.1197,0.0105,-0.0345,0.1511,0.0109,-0.0341,0.0127,0.0137,-0.0313,0.1334,0.0195,-0.0255,0.0543,0.1096,0.0646,0.0543,0.0077,-0.0373
3033101,4013403,3,3,3,1,1,0.00045,2.804,0.0332,0.03275,2.804,0.1551,0.15465,2.804,0.1911,0.19065,0,0,-0.00045,0,0,-0.00045,0,0.014,0.01355,0,0.0205,0.02005,0.1357,0.1096,0.10915,0.1357,0.0191,0.01865
3033201,4013403,3,3,3,2,1,0.0003825,2.804,0.0332,0.0328175,2.804,0.1551,0.1547175,2.804,0.1911,0.1907175,0,0,-0.0003825,0,0,-0.0003825,0,0.014,0.0136175,0,0.0218,0.0214175,0.1357,0.1096,0.1092175,0.1357,0.0191,0.0187175
3033301,4013403,3,3,3,3,1,0.000315,2.804,0.0332,0.032885,2.804,0.1551,0.154785,2.804,0.1911,0.190785,0,0,-0.000315,0,0,-0.000315,0,0.015,0.014685,0,0.0253,0.024985,0.1357,0.1096,0.109285,0.1357,0.0191,0.018785
3033401,4013403,3,3,3,4,1,4.50E-05,2.804,0.0332,0.033155,2.804,0.1551,0.155055,2.804,0.1911,0.191055,0,0,-4.50E-05,0,0,-4.50E-05,0,0.015,0.014955,0,0.0258,0.025755,0.1357,0.1096,0.109555,0.1357,0.0191,0.019055
3034101,4014103,3,3,4,1,1,0.0045,7.9254,0.1046,0.1001,7.9254,0.4384,0.4339,7.9254,0.5402,0.5357,3.5007,0.3063,0.3018,4.2021,0.3025,0.298,4.2021,0.0157,0.0112,4.2021,0.0265,0.022,2.6261,0.1096,0.1051,2.6261,0.3703,0.3658
3034201,4014103,3,3,4,2,1,0.003825,7.9254,0.1046,0.100775,7.9254,0.4384,0.434575,7.9254,0.5402,0.536375,3.5007,0.3063,0.302475,4.2021,0.3025,0.298675,4.2021,0.0157,0.011875,4.2021,0.0288,0.024975,2.6261,0.1096,0.105775,2.6261,0.3703,0.366475
3034301,4014103,3,3,4,3,1,0.00315,7.9254,0.1046,0.10145,7.9254,0.4384,0.43525,7.9254,0.5402,0.53705,3.5007,0.3063,0.30315,4.2021,0.3025,0.29935,4.2021,0.016,0.01285,4.2021,0.0293,0.02615,1.2206,0.1096,0.10645,1.2206,0.1721,0.16895
3034401,4014103,3,3,4,4,1,0.00045,7.9254,0.1046,0.10415,7.9254,0.4384,0.43795,7.9254,0.5402,0.53975,3.5007,0.3063,0.30585,4.2021,0.3025,0.30205,4.2021,0.0165,0.01605,4.2021,0.0293,0.02885,0.6471,0.1096,0.10915,0.6471,0.0912,0.09075
3041401,4041401,3,4,1,4,1,0.009,2.3001,0.0262,0.0172,2.3001,0.1272,0.1182,1.6341,0.1114,0.1024,0.0438,0.0038,-0.0052,0.0704,0.0051,-0.0039,0.0704,0.019,0.01,0.0704,0.033,0.024,0.0704,0.1096,0.1006,0.0704,0.0099,9.00E-04
3041402,4041402,3,4,1,4,2,0.18,2.2004,0.0248,-0.1552,2.2004,0.1217,-0.0583,1.5848,0.108,-0.072,0.036,0.0031,-0.1769,0.0517,0.0037,-0.1763,0.0517,0.0205,-0.1595,0.0517,0.0351,-0.1449,0.0517,0.1096,-0.0704,0.0517,0.0073,-0.1727
3041403,4041403,3,4,1,4,3,0.36,4.1572,0.0521,-0.3079,4.1572,0.2299,-0.1301,2.5343,0.1728,-0.1872,0.1643,0.0144,-0.3456,0.1847,0.0133,-0.3467,0.0341,0.0226,-0.3374,0.0533,0.0389,-0.3211,0.0341,0.1096,-0.2504,0.0341,0.0048,-0.3552
3041404,4041404,3,4,1,4,4,0.18,4.4013,0.0555,-0.1245,4.4013,0.2435,0.0635,2.6831,0.1829,0.0029,0.0989,0.0087,-0.1713,0.1138,0.0082,-0.1718,0.026,0.0227,-0.1573,0.0375,0.0396,-0.1404,0.026,0.1096,-0.0704,0.026,0.0037,-0.1763
3041405,4041405,3,4,1,4,5,0.009,3.4721,0.0426,0.0336,3.4721,0.1921,0.1831,2.1166,0.1443,0.1353,0,0,-0.009,0,0,-0.009,0,0.0227,0.0137,0,0.0437,0.0347,0,0.1096,0.1006,0,0,-0.009
3041406,4041406,3,4,1,4,6,0.009,4.3142,0.0543,0.0453,4.3142,0.2386,0.2296,2.63,0.1793,0.1703,0,0,-0.009,0,0,-0.009,0,0.0227,0.0137,0,0.0443,0.0353,0,0.1096,0.1006,0,0,-0.009
3042101,4012401,3,4,2,1,1,9.00E-04,3.9006,0.0485,0.0476,3.9006,0.2158,0.2149,3.9006,0.2659,0.265,0,0,-9.00E-04,0,0,-9.00E-04,0,0.0234,0.0225,0,0.0451,0.0442,0.2472,0.1096,0.1087,0.2472,0.0349,0.034
3042102,4012402,3,4,2,1,2,0.0045,4.011,0.0501,0.0456,4.011,0.2219,0.2174,4.011,0.2734,0.2689,0,0,-0.0045,0,0,-0.0045,0,0.0253,0.0208,0,0.0465,0.042,0.2362,0.1096,0.1051,0.2362,0.0333,0.0288
3042201,4012401,3,4,2,2,1,0.000765,3.9006,0.0485,0.047735,3.9006,0.2158,0.215035,3.9006,0.2659,0.265135,0,0,-0.000765,0,0,-0.000765,0,0.0258,0.025035,0,0.0468,0.046035,0.2472,0.1096,0.108835,0.2472,0.0349,0.034135
3042202,4012402,3,4,2,2,2,0.003825,4.011,0.0501,0.046275,4.011,0.2219,0.218075,4.011,0.2734,0.269575,0,0,-0.003825,0,0,-0.003825,0,0.0288,0.024975,0,0.0468,0.042975,0.2362,0.1096,0.105775,0.2362,0.0333,0.029475
3042301,4012401,3,4,2,3,1,0.00063,3.9006,0.0485,0.04787,3.9006,0.2158,0.21517,3.9006,0.2659,0.26527,0,0,-0.00063,0,0,-0.00063,0,0.0289,0.02827,0,0.0478,0.04717,0.2472,0.1096,0.10897,0.2472,0.0349,0.03427
3042302,4012402,3,4,2,3,2,0.00315,4.011,0.0501,0.04695,4.011,0.2219,0.21875,4.011,0.2734,0.27025,0,0,-0.00315,0,0,-0.00315,0,0.0289,0.02575,0,0.0488,0.04565,0.2362,0.1096,0.10645,0.2362,0.0333,0.03015
3042401,4012401,3,4,2,4,1,9.00E-05,3.9006,0.0485,0.04841,3.9006,0.2158,0.21571,3.9006,0.2659,0.26581,0,0,-9.00E-05,0,0,-9.00E-05,0,0.0293,0.02921,0,0.0538,0.05371,0.2472,0.1096,0.10951,0.2472,0.0349,0.03481
3042402,4012402,3,4,2,4,2,0.00045,4.011,0.0501,0.04965,4.011,0.2219,0.22145,4.011,0.2734,0.27295,0,0,-0.00045,0,0,-0.00045,0,0.0293,0.02885,0,0.0562,0.05575,0.2362,0.1096,0.10915,0.2362,0.0333,0.03285
3045401,4045401,3,4,5,4,1,0.009,2.4513,0.0283,0.0193,2.4513,0.1356,0.1266,1.8521,0.1263,0.1173,0.0433,0.0038,-0.0052,0.0546,0.0039,-0.0051,0.0546,0.033,0.024,0.0546,0.0565,0.0475,0.0546,0.1096,0.1006,0.0546,0.0077,-0.0013
3045402,4045402,3,4,5,4,2,0.18,3.9063,0.0486,-0.1314,3.9063,0.2161,0.0361,2.939,0.2003,0.0203,0.064,0.0056,-0.1744,0.0755,0.0054,-0.1746,0.0755,0.0351,-0.1449,0.0755,0.0595,-0.1205,0.0755,0.1096,-0.0704,0.0755,0.0106,-0.1694
3045403,4045403,3,4,5,4,3,0.36,4.3023,0.0541,-0.3059,4.3023,0.238,-0.122,2.6228,0.1788,-0.1812,0.4272,0.0374,-0.3226,0.461,0.0332,-0.3268,0.0471,0.0437,-0.3163,0.0981,0.0603,-0.2997,0.0471,0.1096,-0.2504,0.0471,0.0066,-0.3534
3045404,4045404,3,4,5,4,4,0.18,4.6075,0.0584,-0.1216,4.6075,0.2549,0.0749,2.8088,0.1915,0.0115,0.3094,0.0271,-0.1529,0.3333,0.024,-0.156,0.034,0.0443,-0.1357,0.0706,0.0615,-0.1185,0.034,0.1096,-0.0704,0.034,0.0048,-0.1752
3046101,4012401,3,4,6,1,1,9.00E-04,3.9006,0.0485,0.0476,3.9006,0.2158,0.2149,3.9006,0.2659,0.265,0,0,-9.00E-04,0,0,-9.00E-04,0,0.0465,0.0456,0,0.0623,0.0614,0.2472,0.1096,0.1087,0.2472,0.0349,0.034
3046102,4012402,3,4,6,1,2,0.018,4.011,0.0501,0.0321,4.011,0.2219,0.2039,4.011,0.2734,0.2554,0,0,-0.018,0,0,-0.018,0,0.0478,0.0298,0,0.0623,0.0443,0.2362,0.1096,0.0916,0.2362,0.0333,0.0153
3046201,4012401,3,4,6,2,1,9.00E-04,3.9006,0.0485,0.0476,3.9006,0.2158,0.2149,3.9006,0.2659,0.265,0,0,-9.00E-04,0,0,-9.00E-04,0,0.0535,0.0526,0,0.0652,0.0643,0.2472,0.1096,0.1087,0.2472,0.0349,0.034
3046202,4012402,3,4,6,2,2,0.018,4.011,0.0501,0.0321,4.011,0.2219,0.2039,4.011,0.2734,0.2554,0,0,-0.018,0,0,-0.018,0,0.0538,0.0358,0,0.0654,0.0474,0.2362,0.1096,0.0916,0.2362,0.0333,0.0153
3046301,4012401,3,4,6,3,1,9.00E-04,3.9006,0.0485,0.0476,3.9006,0.2158,0.2149,3.9006,0.2659,0.265,0,0,-9.00E-04,0,0,-9.00E-04,0,0.0562,0.0553,0,0.0654,0.0645,0.2472,0.1096,0.1087,0.2472,0.0349,0.034
3046302,4012402,3,4,6,3,2,0.018,4.011,0.0501,0.0321,4.011,0.2219,0.2039,4.011,0.2734,0.2554,0,0,-0.018,0,0,-0.018,0,0.0563,0.0383,0,0.0685,0.0505,0.2362,0.1096,0.0916,0.2362,0.0333,0.0153
3046401,4012401,3,4,6,4,1,9.00E-04,3.9006,0.0485,0.0476,3.9006,0.2158,0.2149,3.9006,0.2659,0.265,0,0,-9.00E-04,0,0,-9.00E-04,0,0.0595,0.0586,0,0.0706,0.0697,0.2472,0.1096,0.1087,0.2472,0.0349,0.034
3046402,4012402,3,4,6,4,2,0.018,4.011,0.0501,0.0321,4.011,0.2219,0.2039,4.011,0.2734,0.2554,0,0,-0.018,0,0,-0.018,0,0.0615,0.0435,0,0.0726,0.0546,0.2362,0.1096,0.0916,0.2362,0.0333,0.0153
4011101,4011101,4,1,1,1,1,0.009025,2.8915,0.0345,0.025475,2.8915,0.1599,0.150875,2.8915,0.1971,0.188075,0.4623,0.0404,0.031375,0.5056,0.0364,0.027375,0.5056,0.0636,0.054575,0.5056,0.0739,0.064875,0.5056,0.1096,0.100575,0.5056,0.0713,0.062275
4011102,4011102,4,1,1,1,2,0.045125,4.1508,0.052,0.006875,4.1508,0.2296,0.184475,4.1508,0.2829,0.237775,1.2347,0.108,0.062875,1.5727,0.1132,0.068075,1.5727,0.0652,0.020075,1.5727,0.074,0.028875,1.5727,0.1096,0.064475,1.5727,0.2218,0.176675
4011103,4011103,4,1,1,1,3,0.315875,3.5153,0.0432,-0.272675,3.5153,0.1944,-0.121475,3.5153,0.2396,-0.076275,2.7598,0.2415,-0.074375,3.5153,0.2531,-0.062775,3.5153,0.0654,-0.250475,3.5153,0.074,-0.241875,3.5153,0.1096,-0.206275,3.5153,0.4957,0.179825
4011104,4011104,4,1,1,1,4,0.586625,7.171,0.0941,-0.492525,7.171,0.3967,-0.189925,7.171,0.4888,-0.097825,5.63,0.4926,-0.094025,7.171,0.5162,-0.070425,7.171,0.0654,-0.521225,7.171,0.0746,-0.512025,7.171,0.1096,-0.477025,7.171,1,0.413375
4011105,4011105,4,1,1,1,5,0.857375,6.8707,0.0899,-0.767475,6.8707,0.38,-0.477375,6.8707,0.4684,-0.388975,5.3942,0.472,-0.385375,6.8707,0.4946,-0.362775,6.8707,0.0706,-0.786775,6.8707,0.0799,-0.777475,6.8707,0.1096,-0.747775,6.8707,0.9688,0.111425
4011106,4011106,4,1,1,1,6,0.9025,6.1706,0.0802,-0.8223,6.1706,0.3413,-0.5612,6.1706,0.4206,-0.4819,4.8445,0.4239,-0.4786,6.1706,0.4442,-0.4583,6.1706,0.0726,-0.8299,6.1706,0.0943,-0.8082,6.1706,0.1096,-0.7929,6.1706,0.8701,-0.0324
4011201,4011201,4,1,1,2,1,0.00767125,1.7712,0.0189,0.01122875,1.7712,0.098,0.09032875,1.7107,0.1166,0.10892875,0.5983,0.0523,0.04462875,0.7113,0.0512,0.04352875,0.7113,0.0739,0.06622875,0.7113,0.0963,0.08862875,0.7113,0.1096,0.10192875,0.7113,0.1003,0.09262875
4011202,4011202,4,1,1,2,2,0.03835625,2.916,0.0348,-0.00355625,2.916,0.1613,0.12294375,2.8075,0.1914,0.15304375,1.5711,0.1375,0.09914375,1.868,0.1345,0.09614375,1.868,0.074,0.03564375,1.868,0.0963,0.05794375,1.868,0.1096,0.07124375,1.868,0.2634,0.22504375
4011203,4011203,4,1,1,2,3,0.26849375,3.2973,0.0401,-0.22839375,3.2973,0.1824,-0.08609375,3.0574,0.2084,-0.06009375,2.0101,0.1759,-0.09259375,2.39,0.1721,-0.09639375,2.39,0.074,-0.19449375,2.39,0.0986,-0.16989375,2.39,0.1096,-0.15889375,2.39,0.337,0.06850625
4011204,4011204,4,1,1,2,4,0.49863125,4.3704,0.0551,-0.44353125,4.3704,0.2417,-0.25693125,4.0523,0.2762,-0.22243125,2.6642,0.2331,-0.26553125,3.1677,0.228,-0.27063125,3.1677,0.0746,-0.42403125,3.1677,0.1003,-0.39833125,3.1677,0.1131,-0.38553125,3.1677,0.4467,-0.05193125
4011205,4011205,4,1,1,2,5,0.72876875,4.0573,0.0507,-0.67806875,4.0573,0.2244,-0.50436875,3.762,0.2564,-0.47236875,2.4734,0.2164,-0.51236875,2.9408,0.2117,-0.51706875,2.9408,0.0773,-0.65146875,2.9408,0.1167,-0.61206875,2.9408,0.1184,-0.61036875,2.9408,0.4147,-0.31406875
4011206,4011206,4,1,1,2,6,0.767125,3.8524,0.0479,-0.719225,3.8524,0.2131,-0.554025,3.572,0.2435,-0.523625,2.3485,0.2055,-0.561625,2.7923,0.201,-0.566125,2.7923,0.0849,-0.682225,2.7923,0.1334,-0.633725,2.7923,0.1203,-0.646825,2.7923,0.3937,-0.373425
4011301,4011301,4,1,1,3,1,0.0063175,1.016,0.0083,0.0019825,1.016,0.0562,0.0498825,0.8661,0.059,0.0526825,0.1032,0.009,0.0026825,0.1278,0.0092,0.0028825,0.1278,0.0931,0.0867825,0.1278,0.1411,0.1347825,0.1278,0.1271,0.1207825,0.1278,0.018,0.0116825
4011302,4011302,4,1,1,3,2,0.0315875,2.3054,0.0263,-0.0052875,2.3054,0.1275,0.0959125,1.9575,0.1334,0.1018125,0.2056,0.018,-0.0135875,0.2715,0.0195,-0.0120875,0.2715,0.0943,0.0627125,0.2715,0.1828,0.1512125,0.2715,0.1271,0.0955125,0.2715,0.0383,0.0067125
4011303,4011303,4,1,1,3,3,0.2211125,2.4892,0.0289,-0.1922125,2.4892,0.1377,-0.0834125,1.9543,0.1332,-0.0879125,0.2684,0.0235,-0.1976125,0.3662,0.0264,-0.1947125,0.3206,0.0986,-0.1225125,0.3456,0.1918,-0.0293125,0.3323,0.14,-0.0811125,0.3323,0.0469,-0.1742125
4011304,4011304,4,1,1,3,4,0.4106375,3.964,0.0494,-0.3612375,3.964,0.2193,-0.1913375,3.1121,0.2121,-0.1985375,0.213,0.0186,-0.3920375,0.3762,0.0271,-0.3835375,0.3762,0.1003,-0.3103375,0.3762,0.1918,-0.2188375,0.3762,0.1493,-0.2613375,0.3762,0.053,-0.3576375
4011305,4011305,4,1,1,3,5,0.6001625,3.9491,0.0492,-0.5509625,3.9491,0.2184,-0.3817625,3.1004,0.2113,-0.3888625,0.3031,0.0265,-0.5736625,0.4132,0.0297,-0.5704625,0.39,0.1057,-0.4944625,0.4029,0.193,-0.4071625,0.3962,0.1493,-0.4508625,0.3962,0.0559,-0.5442625
4011306,4011306,4,1,1,3,6,0.63175,3.9279,0.0489,-0.58285,3.9279,0.2173,-0.41445,3.0838,0.2102,-0.42155,0.2712,0.0237,-0.60805,0.3748,0.027,-0.60475,0.3727,0.1059,-0.52585,0.3727,0.2042,-0.42755,0.3727,0.154,-0.47775,0.3727,0.0526,-0.57915
4012101,4012401,4,1,2,1,1,0.0009025,3.9006,0.0485,0.0475975,3.9006,0.2158,0.2148975,3.9006,0.2659,0.2649975,0,0,-0.0009025,0,0,-0.0009025,0,0.1059,0.1049975,0,0.2193,0.2183975,0.2472,0.154,0.1530975,0.2472,0.0349,0.0339975
4012102,4012402,4,1,2,1,2,0.0045125,4.011,0.0501,0.0455875,4.011,0.2219,0.2173875,4.011,0.2734,0.2688875,0,0,-0.0045125,0,0,-0.0045125,0,0.1138,0.1092875,0,0.2317,0.2271875,0.2362,0.16,0.1554875,0.2362,0.0333,0.0287875
4012103,4012403,4,1,2,1,3,0.0315875,4.909,0.0626,0.0310125,4.909,0.2715,0.2399125,4.909,0.3346,0.3030125,0,0,-0.0315875,0,0,-0.0315875,0,0.1167,0.0851125,0,0.2435,0.2119125,0.4604,0.1693,0.1377125,0.4604,0.0649,0.0333125
4012104,4012403,4,1,2,1,4,0.0586625,4.909,0.0626,0.0039375,4.909,0.2715,0.2128375,4.909,0.3346,0.2759375,0,0,-0.0586625,0,0,-0.0586625,0,0.1244,0.0657375,0,0.2456,0.1869375,0.4604,0.1702,0.1115375,0.4604,0.0649,0.0062375
4012105,4012403,4,1,2,1,5,0.0857375,4.909,0.0626,-0.0231375,4.909,0.2715,0.1857625,4.909,0.3346,0.2488625,0,0,-0.0857375,0,0,-0.0857375,0,0.1244,0.0386625,0,0.2463,0.1605625,0.4604,0.1726,0.0868625,0.4604,0.0649,-0.0208375
4012106,4012403,4,1,2,1,6,0.09025,4.909,0.0626,-0.02765,4.909,0.2715,0.18125,4.909,0.3346,0.24435,0,0,-0.09025,0,0,-0.09025,0,0.1324,0.04215,0,0.2463,0.15605,0.4604,0.1757,0.08545,0.4604,0.0649,-0.02535
4012204,4012401,4,1,2,2,4,0.049863125,4.909,0.0626,0.012736875,4.909,0.2715,0.221636875,4.909,0.3346,0.284736875,0,0,-0.049863125,0,0,-0.049863125,0,0.1324,0.082536875,0,0.2819,0.232036875,0.4604,0.1764,0.126536875,0.4604,0.0649,0.015036875
4012205,4012402,4,1,2,2,5,0.072876875,4.909,0.0626,-0.010276875,4.909,0.2715,0.198623125,4.909,0.3346,0.261723125,0,0,-0.072876875,0,0,-0.072876875,0,0.1324,0.059523125,0,0.2933,0.220423125,0.4604,0.1764,0.103523125,0.4604,0.0649,-0.007976875
4012206,4012403,4,1,2,2,6,0.0767125,4.909,0.0626,-0.0141125,4.909,0.2715,0.1947875,4.909,0.3346,0.2578875,0,0,-0.0767125,0,0,-0.0767125,0,0.1324,0.0556875,0,0.2933,0.2165875,0.4604,0.1764,0.0996875,0.4604,0.0649,-0.0118125
4012304,4012403,4,1,2,3,4,0.04106375,4.909,0.0626,0.02153625,4.909,0.2715,0.23043625,4.909,0.3346,0.29353625,0,0,-0.04106375,0,0,-0.04106375,0,0.1334,0.09233625,0,0.2939,0.25283625,0.4604,0.1764,0.13533625,0.4604,0.0649,0.02383625
4012305,4012403,4,1,2,3,5,0.06001625,4.909,0.0626,0.00258375,4.909,0.2715,0.21148375,4.909,0.3346,0.27458375,0,0,-0.06001625,0,0,-0.06001625,0,0.1342,0.07418375,0,0.3053,0.24528375,0.4604,0.1764,0.11638375,0.4604,0.0649,0.00488375
4012306,4012403,4,1,2,3,6,0.063175,4.909,0.0626,-0.000575,4.909,0.2715,0.208325,4.909,0.3346,0.271425,0,0,-0.063175,0,0,-0.063175,0,0.1411,0.077925,0,0.3119,0.248725,0.4604,0.1764,0.113225,0.4604,0.0649,0.001725
4012404,4012403,4,1,2,4,4,0.00586625,4.909,0.0626,0.05673375,4.909,0.2715,0.26563375,4.909,0.3346,0.32873375,0,0,-0.00586625,0,0,-0.00586625,0,0.1606,0.15473375,0,0.3137,0.30783375,0.4604,0.1855,0.17963375,0.4604,0.0649,0.05903375
4012405,4012403,4,1,2,4,5,0.00857375,4.909,0.0626,0.05402625,4.909,0.2715,0.26292625,4.909,0.3346,0.32602625,0,0,-0.00857375,0,0,-0.00857375,0,0.166,0.15742625,0,0.3418,0.33322625,0.4604,0.1855,0.17692625,0.4604,0.0649,0.05632625
4012406,4012403,4,1,2,4,6,0.009025,4.909,0.0626,0.053575,4.909,0.2715,0.262475,4.909,0.3346,0.325575,0,0,-0.009025,0,0,-0.009025,0,0.1675,0.158475,0,0.3427,0.333675,0.4604,0.1855,0.176475,0.4604,0.0649,0.055875
4013103,4013403,4,1,3,1,3,0.0315875,2.804,0.0332,0.0016125,2.804,0.1551,0.1235125,2.804,0.1911,0.1595125,0,0,-0.0315875,0,0,-0.0315875,0,0.172,0.1404125,0,0.353,0.3214125,0.1357,0.1855,0.1539125,0.1357,0.0191,-0.0124875
4013104,4013404,4,1,3,1,4,0.0586625,4.4251,0.0558,-0.0028625,4.4251,0.2448,0.1861375,4.4251,0.3016,0.2429375,0,0,-0.0586625,0,0,-0.0586625,0,0.172,0.1133375,0,0.3705,0.3118375,0.1702,0.1855,0.1268375,0.1702,0.024,-0.0346625
4013105,4013405,4,1,3,1,5,0.0857375,4.4251,0.0558,-0.0299375,4.4251,0.2448,0.1590625,4.4251,0.3016,0.2158625,0,0,-0.0857375,0,0,-0.0857375,0,0.1732,0.0874625,0,0.374,0.2882625,0.4308,0.1855,0.0997625,0.4308,0.0607,-0.0250375
4013106,4013406,4,1,3,1,6,0.09025,4.4251,0.0558,-0.03445,4.4251,0.2448,0.15455,4.4251,0.3016,0.21135,0,0,-0.09025,0,0,-0.09025,0,0.1732,0.08295,0,0.4035,0.31325,0.4308,0.205,0.11475,0.4308,0.0607,-0.02955
4013203,4013403,4,1,3,2,3,0.026849375,2.804,0.0332,0.006350625,2.804,0.1551,0.128250625,2.804,0.1911,0.164250625,0,0,-0.026849375,0,0,-0.026849375,0,0.1807,0.153850625,0,0.4118,0.384950625,0.1357,0.2082,0.181350625,0.1357,0.0191,-0.007749375
4013204,4013404,4,1,3,2,4,0.049863125,4.4251,0.0558,0.005936875,4.4251,0.2448,0.194936875,4.4251,0.3016,0.251736875,0,0,-0.049863125,0,0,-0.049863125,0,0.2193,0.169436875,0,0.4151,0.365236875,0.1702,0.2173,0.167436875,0.1702,0.024,-0.025863125
4013205,4013405,4,1,3,2,5,0.072876875,4.4251,0.0558,-0.017076875,4.4251,0.2448,0.171923125,4.4251,0.3016,0.228723125,0,0,-0.072876875,0,0,-0.072876875,0,0.2317,0.158823125,0,0.4151,0.342223125,0.4308,0.23,0.157123125,0.4308,0.0607,-0.012176875
4013206,4013406,4,1,3,2,6,0.0767125,4.4251,0.0558,-0.0209125,4.4251,0.2448,0.1680875,4.4251,0.3016,0.2248875,0,0,-0.0767125,0,0,-0.0767125,0,0.2837,0.2069875,0,0.4217,0.3449875,0.4308,0.2461,0.1693875,0.4308,0.0607,-0.0160125
4013303,4013403,4,1,3,3,3,0.02211125,2.804,0.0332,0.01108875,2.804,0.1551,0.13298875,2.804,0.1911,0.16898875,0,0,-0.02211125,0,0,-0.02211125,0,0.3069,0.28478875,0,0.4217,0.39958875,0.1357,0.2632,0.24108875,0.1357,0.0191,-0.00301125
4013304,4013404,4,1,3,3,4,0.04106375,4.4251,0.0558,0.01473625,4.4251,0.2448,0.20373625,4.4251,0.3016,0.26053625,0,0,-0.04106375,0,0,-0.04106375,0,0.3119,0.27083625,0,0.4235,0.38243625,0.1702,0.278,0.23693625,0.1702,0.024,-0.01706375
4013305,4013405,4,1,3,3,5,0.06001625,4.4251,0.0558,-0.00421625,4.4251,0.2448,0.18478375,4.4251,0.3016,0.24158375,0,0,-0.06001625,0,0,-0.06001625,0,0.3251,0.26508375,0,0.4287,0.36868375,0.4308,0.2905,0.23048375,0.4308,0.0607,0.00068375
4013306,4013406,4,1,3,3,6,0.063175,4.4251,0.0558,-0.007375,4.4251,0.2448,0.181625,4.4251,0.3016,0.238425,0,0,-0.063175,0,0,-0.063175,0,0.3418,0.278625,0,0.4313,0.368125,0.4308,0.2905,0.227325,0.4308,0.0607,-0.002475
4013403,4013403,4,1,3,4,3,0.00315875,2.804,0.0332,0.03004125,2.804,0.1551,0.15194125,2.804,0.1911,0.18794125,0,0,-0.00315875,0,0,-0.00315875,0,0.3657,0.36254125,0,0.474,0.47084125,0.1357,0.2962,0.29304125,0.1357,0.0191,0.01594125
4013404,4013404,4,1,3,4,4,0.00586625,4.4251,0.0558,0.04993375,4.4251,0.2448,0.23893375,4.4251,0.3016,0.29573375,0,0,-0.00586625,0,0,-0.00586625,0,0.3705,0.36463375,0,0.4837,0.47783375,0.1702,0.3445,0.33863375,0.1702,0.024,0.01813375
4013405,4013405,4,1,3,4,5,0.00857375,4.4251,0.0558,0.04722625,4.4251,0.2448,0.23622625,4.4251,0.3016,0.29302625,0,0,-0.00857375,0,0,-0.00857375,0,0.3746,0.36602625,0,0.5027,0.49412625,0.4308,0.3537,0.34512625,0.4308,0.0607,0.05212625
4013406,4013406,4,1,3,4,6,0.009025,4.4251,0.0558,0.046775,4.4251,0.2448,0.235775,4.4251,0.3016,0.292575,0,0,-0.009025,0,0,-0.009025,0,0.4253,0.416275,0,0.5027,0.493675,0.4308,0.3542,0.345175,0.4308,0.0607,0.051675
4014103,4014103,4,1,4,1,3,0.315875,7.9254,0.1046,-0.211275,7.9254,0.4384,0.122525,7.9254,0.5402,0.224325,3.5007,0.3063,-0.009575,4.2021,0.3025,-0.013375,4.2021,0.442,0.126125,4.2021,0.5106,0.194725,4.2021,0.3542,0.038325,4.2021,0.5925,0.276625
4014104,4014104,4,1,4,1,4,0.586625,9.0612,0.1204,-0.466225,9.0612,0.5012,-0.085425,9.0612,0.6177,0.031075,4.2039,0.3678,-0.218825,5.0423,0.363,-0.223625,5.0423,0.451,-0.135625,5.0423,0.5207,-0.065925,5.0423,0.3542,-0.232425,5.0423,0.711,0.124375
