fuelbed,andreu_fuelbed_no,topo,cover,treatment,mfri,age,expected_pig,benchmark_ros,benchmark_pig,benchmark_dif,ms1_ros,ms1_pig,ms1_dif,ms2_ros,ms2_pig,ms2_dif,ms3_ros,ms3_pig,ms3_dif,ms4_ros,ms4_pig,ms4_dif,ms5_ros,ms5_pig,ms5_dif,ms6_ros,ms6_pig,ms6_dif,ms7_ros,ms7_pig,ms7_dif,ms8_ros,ms8_pig,ms8_dif
4024305,4014105,4,2,4,3,5,0.63175,9.0612,0.1204,-0.51135,9.0612,0.5012,-0.13055,9.0612,0.6177,-0.01405,7.7206,0.6755,0.04375,9.0612,0.6523,0.02055,9.0612,1,0.36825,9.0612,1,0.36825,3.8433,1,0.36825,3.8433,0.5419,-0.08985
4024306,4014106,4,2,4,3,6,0.665,9.0612,0.1204,-0.5446,9.0612,0.5012,-0.1638,9.0612,0.6177,-0.0473,7.7206,0.6755,0.0105,9.0612,0.6523,-0.0127,9.0612,1,0.335,9.0612,1,0.335,3.8433,1,0.335,3.8433,0.5419,-0.1231
4024403,4014103,4,2,4,4,3,0.03325,7.9254,0.1046,0.07135,7.9254,0.4384,0.40515,7.9254,0.5402,0.50695,3.5007,0.3063,0.27305,4.2021,0.3025,0.26925,4.2021,1,0.96675,4.2021,1,0.96675,0.7411,1,0.96675,0.7411,0.1045,0.07125
4024404,4014104,4,2,4,4,4,0.06175,9.0612,0.1204,0.05865,9.0612,0.5012,0.43945,9.0612,0.6177,0.55595,4.2039,0.3678,0.30605,5.0423,0.363,0.30125,5.0423,1,0.93825,5.0423,1,0.93825,0.7793,1,0.93825,0.7793,0.1099,0.04815
4024405,4014105,4,2,4,4,5,0.09025,9.0612,0.1204,0.03015,9.0612,0.5012,0.41095,9.0612,0.6177,0.52745,7.7206,0.6755,0.58525,9.0612,0.6523,0.56205,9.0612,1,0.90975,9.0612,1,0.90975,1.986,1,0.90975,1.986,0.28,0.18975
4024406,4014106,4,2,4,4,6,0.095,9.0612,0.1204,0.0254,9.0612,0.5012,0.4062,9.0612,0.6177,0.5227,7.7206,0.6755,0.5805,9.0612,0.6523,0.5573,9.0612,1,0.905,9.0612,1,0.905,1.986,1,0.905,1.986,0.28,0.185
4031401,4031401,4,3,1,4,1,0.000475,0.5227,0.0015,0.001025,0.5227,0.0289,0.028425,0.3186,0.0217,0.021225,0.0068,6.00E-04,0.000125,0.0103,7.00E-04,0.000225,0.0103,1.0067,1.006225,0.0103,1,0.999525,0.0103,1,0.999525,0.0103,0.0015,0.001025
4031402,4031402,4,3,1,4,2,0.002375,1.4488,0.0144,0.012025,1.4488,0.0801,0.077725,0.8832,0.0602,0.057825,0.0043,4.00E-04,-0.001975,0.0062,4.00E-04,-0.001975,0.0062,1.0569,1.054525,0.0062,1,0.997625,0.0062,1,0.997625,0.0062,9.00E-04,-0.001475
4031403,4031403,4,3,1,4,3,0.016625,2.118,0.0237,0.007075,2.118,0.1172,0.100575,1.5254,0.104,0.087375,0.3447,0.0302,0.013575,0.3737,0.0269,0.010275,0.0399,1.2238,1.207175,0.0813,1,0.983375,0.0399,1,0.983375,0.0399,0.0056,-0.011025
4031404,4031404,4,3,1,4,4,0.030875,5.0656,0.0648,0.033925,5.0656,0.2802,0.249325,4.0909,0.2789,0.248025,1.1468,0.1003,0.069425,1.2213,0.0879,0.057025,0.1143,1.2566,1.225725,0.246,1,0.969125,0.1143,1,0.969125,0.1143,0.0161,-0.014775
4031405,4031405,4,3,1,4,5,0.045125,5.2535,0.0674,0.022275,5.2535,0.2906,0.245475,4.3596,0.2972,0.252075,1.4702,0.1286,0.083475,1.653,0.119,0.073875,0.1181,1.3251,1.279975,1.582,1,0.954875,0.7382,1,0.954875,0.7382,0.1041,0.058975
4031406,4031406,4,3,1,4,6,0.0475,5.0177,0.0641,0.0166,5.0177,0.2775,0.23,4.1818,0.2851,0.2376,1.4314,0.1252,0.0777,1.6094,0.1159,0.0684,0.1142,1.3626,1.3151,1.5392,1,0.9525,0.7154,1,0.9525,0.7154,0.1009,0.0534
4033101,4013403,4,3,3,1,1,0.000475,2.804,0.0332,0.032725,2.804,0.1551,0.154625,2.804,0.1911,0.190625,0,0,-0.000475,0,0,-0.000475,0,1.4141,1.413625,0,1,0.999525,0.1357,1,0.999525,0.1357,0.0191,0.018625
4033201,4013403,4,3,3,2,1,0.00040375,2.804,0.0332,0.03279625,2.804,0.1551,0.15469625,2.804,0.1911,0.19069625,0,0,-0.00040375,0,0,-0.00040375,0,1.4222,1.42179625,0,1,0.99959625,0.1357,1,0.99959625,0.1357,0.0191,0.01869625
4033301,4013403,4,3,3,3,1,0.0003325,2.804,0.0332,0.0328675,2.804,0.1551,0.1547675,2.804,0.1911,0.1907675,0,0,-0.0003325,0,0,-0.0003325,0,1.797,1.7966675,0,1,0.9996675,0.1357,1,0.9996675,0.1357,0.0191,0.0187675
4033401,4013403,4,3,3,4,1,4.75E-05,2.804,0.0332,0.0331525,2.804,0.1551,0.1550525,2.804,0.1911,0.1910525,0,0,-4.75E-05,0,0,-4.75E-05,0,1.797,1.7969525,0,1,0.9999525,0.1357,1,0.9999525,0.1357,0.0191,0.0190525
4034101,4013403,4,3,4,1,1,0.00475,7.9254,0.1046,0.09985,7.9254,0.4384,0.43365,7.9254,0.5402,0.53545,3.5007,0.3063,0.30155,4.2021,0.3025,0.29775,4.2021,1.797,1.79225,4.2021,1,0.99525,2.6261,1,0.99525,2.6261,0.3703,0.36555
4034201,4013403,4,3,4,2,1,0.0040375,7.9254,0.1046,0.1005625,7.9254,0.4384,0.4343625,7.9254,0.5402,0.5361625,3.5007,0.3063,0.3022625,4.2021,0.3025,0.2984625,4.2021,1.797,1.7929625,4.2021,1,0.9959625,2.6261,1,0.9959625,2.6261,0.3703,0.3662625
4034301,4013403,4,3,4,3,1,0.003325,7.9254,0.1046,0.101275,7.9254,0.4384,0.435075,7.9254,0.5402,0.536875,3.5007,0.3063,0.302975,4.2021,0.3025,0.299175,4.2021,1.797,1.793675,4.2021,1,0.996675,1.2206,1,0.996675,1.2206,0.1721,0.168775
4034401,4013403,4,3,4,4,1,0.000475,7.9254,0.1046,0.104125,7.9254,0.4384,0.437925,7.9254,0.5402,0.539725,3.5007,0.3063,0.305825,4.2021,0.3025,0.302025,4.2021,1.797,1.796525,4.2021,1,0.999525,0.6471,1,0.999525,0.6471,0.0912,0.090725
4041401,4041401,4,4,1,4,1,0.0095,2.3001,0.0262,0.0167,2.3001,0.1272,0.1177,1.6341,0.1114,0.1019,0.0438,0.0038,-0.0057,0.0704,0.0051,-0.0044,0.0704,1.797,1.7875,0.0704,1,0.9905,0.0704,1,0.9905,0.0704,0.0099,0.0004
4041402,4041402,4,4,1,4,2,0.19,2.2004,0.0248,-0.1652,2.2004,0.1217,-0.0683,1.5848,0.108,-0.082,0.036,0.0031,-0.1869,0.0517,0.0037,-0.1863,0.0517,1.797,1.607,0.0517,1,0.81,0.0517,1,0.81,0.0517,0.0073,-0.1827
4041403,4041403,4,4,1,4,3,0.38,4.1572,0.0521,-0.3279,4.1572,0.2299,-0.1501,2.5343,0.1728,-0.2072,0.1643,0.0144,-0.3656,0.1847,0.0133,-0.3667,0.0341,1.797,1.417,0.0533,1,0.62,0.0341,1,0.62,0.0341,0.0048,-0.3752
4041404,4041404,4,4,1,4,4,0.19,4.4013,0.0555,-0.1345,4.4013,0.2435,0.0535,2.6831,0.1829,-0.0071,0.0989,0.0087,-0.1813,0.1138,0.0082,-0.1818,0.026,1.797,1.607,0.0375,1,0.81,0.026,1,0.81,0.026,0.0037,-0.1863
4041405,4041405,4,4,1,4,5,0.0095,3.4721,0.0426,0.0331,3.4721,0.1921,0.1826,2.1166,0.1443,0.1348,0,0,-0.0095,0,0,-0.0095,0,1.797,1.7875,0,1,0.9905,0,1,0.9905,0,0,-0.0095
4041406,4041406,4,4,1,4,6,0.0095,4.3142,0.0543,0.0448,4.3142,0.2386,0.2291,2.63,0.1793,0.1698,0,0,-0.0095,0,0,-0.0095,0,1.797,1.7875,0,1,0.9905,0,1,0.9905,0,0,-0.0095
4042101,4012401,4,4,2,1,1,0.00095,3.9006,0.0485,0.04755,3.9006,0.2158,0.21485,3.9006,0.2659,0.26495,0,0,-0.00095,0,0,-0.00095,0,1.797,1.79605,0,1,0.99905,0.2472,1,0.99905,0.2472,0.0349,0.03395
4042102,4012402,4,4,2,1,2,0.00475,4.011,0.0501,0.04535,4.011,0.2219,0.21715,4.011,0.2734,0.26865,0,0,-0.00475,0,0,-0.00475,0,1.797,1.79225,0,1,0.99525,0.2362,1,0.99525,0.2362,0.0333,0.02855
4042201,4012401,4,4,2,2,1,0.0008075,3.9006,0.0485,0.0476925,3.9006,0.2158,0.2149925,3.9006,0.2659,0.2650925,0,0,-0.0008075,0,0,-0.0008075,0,1.797,1.7961925,0,1,0.9991925,0.2472,1,0.9991925,0.2472,0.0349,0.0340925
4042202,4012402,4,4,2,2,2,0.0040375,4.011,0.0501,0.0460625,4.011,0.2219,0.2178625,4.011,0.2734,0.2693625,0,0,-0.0040375,0,0,-0.0040375,0,1.797,1.7929625,0,1,0.9959625,0.2362,1,0.9959625,0.2362,0.0333,0.0292625
4042301,4012401,4,4,2,3,1,0.000665,3.9006,0.0485,0.047835,3.9006,0.2158,0.215135,3.9006,0.2659,0.265235,0,0,-0.000665,0,0,-0.000665,0,1.797,1.796335,0,1,0.999335,0.2472,1,0.999335,0.2472,0.0349,0.034235
4042302,4012402,4,4,2,3,2,0.003325,4.011,0.0501,0.046775,4.011,0.2219,0.218575,4.011,0.2734,0.270075,0,0,-0.003325,0,0,-0.003325,0,1.797,1.793675,0,1,0.996675,0.2362,1,0.996675,0.2362,0.0333,0.029975
4042401,4012401,4,4,2,4,1,9.50E-05,3.9006,0.0485,0.048405,3.9006,0.2158,0.215705,3.9006,0.2659,0.265805,0,0,-9.50E-05,0,0,-9.50E-05,0,1.797,1.796905,0,1,0.999905,0.2472,1,0.999905,0.2472,0.0349,0.034805
4042402,4012402,4,4,2,4,2,0.000475,4.011,0.0501,0.049625,4.011,0.2219,0.221425,4.011,0.2734,0.272925,0,0,-0.000475,0,0,-0.000475,0,1.797,1.796525,0,1,0.999525,0.2362,1,0.999525,0.2362,0.0333,0.032825
4045401,4045401,4,4,5,4,1,0.0095,2.4513,0.0283,0.0188,2.4513,0.1356,0.1261,1.8521,0.1263,0.1168,0.0433,0.0038,-0.0057,0.0546,0.0039,-0.0056,0.0546,1.797,1.7875,0.0546,1,0.9905,0.0546,1,0.9905,0.0546,0.0077,-0.0018
4045402,4045402,4,4,5,4,2,0.19,3.9063,0.0486,-0.1414,3.9063,0.2161,0.0261,2.939,0.2003,0.0103,0.064,0.0056,-0.1844,0.0755,0.0054,-0.1846,0.0755,1.797,1.607,0.0755,1,0.81,0.0755,1,0.81,0.0755,0.0106,-0.1794
4045403,4045403,4,4,5,4,3,0.38,4.3023,0.0541,-0.3259,4.3023,0.238,-0.142,2.6228,0.1788,-0.2012,0.4272,0.0374,-0.3426,0.461,0.0332,-0.3468,0.0471,1.797,1.417,0.0981,1,0.62,0.0471,1,0.62,0.0471,0.0066,-0.3734
4045404,4045404,4,4,5,4,4,0.19,4.6075,0.0584,-0.1316,4.6075,0.2549,0.0649,2.8088,0.1915,0.0015,0.3094,0.0271,-0.1629,0.3333,0.024,-0.166,0.034,1.797,1.607,0.0706,1,0.81,0.034,1,0.81,0.034,0.0048,-0.1852
4046101,4012401,4,4,6,1,1,0.00095,3.9006,0.0485,0.04755,3.9006,0.2158,0.21485,3.9006,0.2659,0.26495,0,0,-0.00095,0,0,-0.00095,0,1.797,1.79605,0,1,0.99905,0.2472,1,0.99905,0.2472,0.0349,0.03395
4046102,4012402,4,4,6,1,2,0.019,4.011,0.0501,0.0311,4.011,0.2219,0.2029,4.011,0.2734,0.2544,0,0,-0.019,0,0,-0.019,0,1.797,1.778,0,1,0.981,0.2362,1,0.981,0.2362,0.0333,0.0143
4046201,4012401,4,4,6,2,1,0.00095,3.9006,0.0485,0.04755,3.9006,0.2158,0.21485,3.9006,0.2659,0.26495,0,0,-0.00095,0,0,-0.00095,0,1.797,1.79605,0,1,0.99905,0.2472,1,0.99905,0.2472,0.0349,0.03395
4046202,4012402,4,4,6,2,2,0.019,4.011,0.0501,0.0311,4.011,0.2219,0.2029,4.011,0.2734,0.2544,0,0,-0.019,0,0,-0.019,0,1.797,1.778,0,1,0.981,0.2362,1,0.981,0.2362,0.0333,0.0143
4046301,4012401,4,4,6,3,1,0.00095,3.9006,0.0485,0.04755,3.9006,0.2158,0.21485,3.9006,0.2659,0.26495,0,0,-0.00095,0,0,-0.00095,0,1.797,1.79605,0,1,0.99905,0.2472,1,0.99905,0.2472,0.0349,0.03395
4046302,4012402,4,4,6,3,2,0.019,4.011,0.0501,0.0311,4.011,0.2219,0.2029,4.011,0.2734,0.2544,0,0,-0.019,0,0,-0.019,0,1.797,1.778,0,1,0.981,0.2362,1,0.981,0.2362,0.0333,0.0143
4046401,4012401,4,4,6,4,1,0.00095,3.9006,0.0485,0.04755,3.9006,0.2158,0.21485,3.9006,0.2659,0.26495,0,0,-0.00095,0,0,-0.00095,0,1.797,1.79605,0,1,0.99905,0.2472,1,0.99905,0.2472,0.0349,0.03395
4046402,4012402,4,4,6,4,2,0.019,4.011,0.0501,0.0311,4.011,0.2219,0.2029,4.011,0.2734,0.2544,0,0,-0.019,0,0,-0.019,0,1.797,1.778,0,1,0.981,0.2362,1,0.981,0.2362,0.0333,0.0143
5079000,5079000,5,7,9,0,0,1,13.8908,0.1878,-0.8122,13.8908,0.7683,-0.2317,14.6699,1,0,11.4294,1,0,13.8908,1,0,13.8908,2.7549,1.7549,13.8908,1,0,13.8908,1,0,13.8908,1,0
5089000,5079000,5,8,9,0,0,1,13.8908,0.1878,-0.8122,13.8908,0.7683,-0.2317,14.6699,1,0,11.4294,1,0,13.8908,1,0,13.8908,2.7549,1.7549,13.8908,1,0,13.8908,1,0,13.8908,1,0
